MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
16.2,23.6,0.0,54,19,26,52,54,1020.1,1015.9,20.8,22.4,1
2.9,12.9,0.0,28,11,15,98,87,1021.2,1018.5,8.6,12.0,1
12.7,19.5,0.0,52,30,26,83,69,1015.0,1014.1,15.4,18.3,1
19.3,26.7,8.8,30,6,4,75,83,1019.5,1015.8,24.7,24.2,1
14.6,23.9,0.0,39,17,15,65,33,1017.5,1016.0,17.2,23.2,1
15.5,26.2,0.2,28,9,20,93,61,1018.1,1014.7,18.7,24.1,1
9.1,16.8,1.8,35,9,20,97,73,1026.2,1022.0,11.0,15.8,1
25.5,42.4,0.0,54,30,19,26,17,1007.5,1003.4,34.9,39.1,1
17.0,26.2,0.0,37,4,24,80,73,1020.4,1017.3,20.6,22.5,1
12.1,25.0,0.0,50,19,24,45,64,1008.0,1004.2,19.9,22.1,1
12.6,22.5,0.0,33,2,19,57,41,1011.4,1010.8,18.5,21.5,1
9.4,29.5,0.0,52,2,22,65,34,1021.6,1017.1,19.6,29.1,1
10.7,16.1,0.0,48,19,24,77,75,1019.9,1021.2,14.5,14.5,1
8.8,11.3,0.6,35,15,20,85,99,1020.1,1014.9,10.8,11.1,1
17.3,33.5,0.0,69,7,9,53,40,1009.1,1004.5,25.8,30.5,1
16.9,26.7,10.4,39,11,22,92,48,1022.4,1021.5,19.3,24.9,1
16.4,32.5,0.6,52,17,20,76,50,1009.6,1006.5,22.2,30.8,1
7.4,16.1,3.6,41,19,26,62,64,1011.1,1009.1,10.2,12.8,1
15.6,19.7,61.8,33,2,20,93,95,1016.9,1015.6,16.4,18.0,1
17.3,21.3,0.0,78,41,44,49,79,1009.8,1005.1,18.9,17.6,1
17.2,21.1,48.4,52,22,24,97,95,1004.6,1003.6,18.0,19.2,1
12.0,19.0,8.6,44,22,19,78,74,1009.2,1010.7,16.5,18.6,1
9.0,23.0,0.0,24,9,13,71,45,1018.7,1015.7,14.5,22.6,1
17.7,28.0,0.0,57,13,28,71,49,1017.9,1014.8,21.4,27.0,1
7.0,19.9,0.0,50,15,19,38,61,1003.4,989.8,18.2,17.2,1
23.2,33.8,0.2,67,28,31,29,33,1006.5,1004.5,29.5,31.0,1
6.8,12.8,20.6,80,26,37,81,65,996.9,993.2,10.2,12.5,1
20.4,26.4,0.0,61,2,22,96,77,1012.6,1008.5,22.6,24.8,1
3.6,14.4,4.6,46,17,30,88,76,1021.7,1020.6,7.9,13.5,1
11.8,15.9,0.2,52,30,30,88,79,1022.0,1019.9,12.8,14.6,1
19.6,33.9,0.0,72,31,17,62,28,1020.1,1013.9,24.0,31.9,1
10.9,15.8,0.0,63,20,43,59,70,1015.2,1014.4,13.5,14.7,1
3.3,14.2,1.8,24,6,13,94,69,1020.4,1017.2,9.0,13.0,1
15.1,20.0,0.4,43,2,11,99,77,1020.5,1017.1,16.7,19.3,1
10.6,12.9,24.4,94,31,33,89,86,1017.8,1018.7,11.6,12.8,1
10.0,13.0,7.2,67,9,22,92,91,1000.2,1000.1,11.7,10.3,1
11.4,19.7,0.0,39,11,13,25,94,1016.4,1016.0,17.8,14.2,1
10.3,17.4,0.8,74,17,44,85,46,1016.4,1018.8,13.4,16.5,1
15.3,25.7,0.0,20,11,7,98,65,1015.7,1012.7,18.4,23.6,1
10.9,18.5,0.2,72,26,33,67,77,1008.0,1007.8,15.7,12.8,1
8.3,14.4,6.6,69,22,28,95,78,1012.8,1011.1,10.3,13.9,1
8.9,14.3,3.2,50,13,22,100,76,1015.1,1016.2,12.3,13.2,1
7.7,11.7,14.2,61,26,19,85,73,1006.1,1009.8,8.8,9.8,1
21.8,34.5,5.6,87,9,35,91,58,1001.1,996.0,25.2,31.9,1
8.9,16.8,0.4,52,15,20,69,52,1019.0,1011.6,13.2,16.7,1
21.3,29.6,0.2,37,17,22,72,70,1013.8,1012.3,27.8,28.0,1
9.6,14.1,1.6,43,9,20,85,76,1018.4,1013.0,10.7,11.3,1
19.0,23.5,0.0,44,13,19,72,68,1023.2,1020.4,20.6,22.5,1
1.2,12.4,0.0,59,28,39,81,53,1014.7,1009.6,5.6,12.0,1
4.5,15.3,0.2,74,11,35,83,37,1003.4,1000.4,11.2,15.1,1
10.5,18.4,0.0,37,11,9,51,79,1016.1,1014.0,18.2,17.6,1
18.8,21.9,115.2,46,31,11,99,99,1021.7,1017.9,19.1,19.0,1
14.3,19.0,9.4,46,19,17,73,60,1018.5,1015.9,16.6,18.4,1
6.2,15.3,4.2,33,11,11,93,87,1015.7,1014.1,12.2,14.9,1
16.2,37.2,0.0,50,19,28,24,22,1005.2,1003.6,28.8,34.8,1
15.3,24.2,0.0,30,7,17,72,57,1017.9,1014.3,18.7,23.9,1
23.0,31.4,9.4,59,9,13,89,69,1011.0,1007.0,25.8,30.9,1
8.4,24.2,0.0,33,17,15,80,39,1021.4,1017.1,15.4,24.1,1
7.1,20.1,0.2,22,7,15,80,55,1026.1,1022.9,13.6,19.4,1
20.2,28.4,0.2,46,30,35,59,60,1020.6,1017.9,25.8,26.5,1
19.1,28.9,0.0,48,7,9,39,76,1007.8,1010.1,26.5,21.2,1
4.9,18.4,0.0,33,13,17,65,44,1017.5,1012.7,9.9,18.0,1
15.3,23.8,0.0,52,20,24,91,63,1018.2,1018.3,18.4,22.6,1
24.5,34.7,3.4,48,26,30,73,49,1006.0,1001.9,28.0,33.5,1
18.8,20.1,7.4,52,11,20,97,93,1014.2,1014.7,19.1,19.8,1
12.8,20.2,0.0,17,11,2,71,61,1021.4,1017.8,16.6,19.6,1
6.5,15.3,0.8,26,6,15,90,67,1025.7,1025.7,9.7,15.0,1
15.7,22.5,0.8,72,28,33,78,78,1029.4,1026.7,18.9,20.1,1
9.5,17.5,7.2,70,26,26,76,68,1015.2,1016.5,14.3,17.0,1
21.5,29.9,0.4,50,28,35,81,70,1013.4,1011.6,27.5,28.8,1
7.0,12.4,13.4,67,28,24,86,91,1004.0,1001.7,8.1,8.6,1
3.5,19.1,0.0,50,7,19,68,57,1019.3,1016.1,9.8,17.8,1
3.0,13.0,20.2,52,13,20,99,52,1014.3,1010.8,9.3,11.4,1
15.8,19.7,59.2,57,39,30,95,84,1016.8,1014.7,16.6,18.8,1
25.0,31.1,0.0,37,7,24,87,70,999.2,996.2,26.8,31.0,1
14.0,17.1,4.2,54,31,22,71,68,1021.2,1016.8,15.9,16.3,1
9.6,18.4,0.0,61,30,20,81,68,1019.2,1015.2,14.0,18.1,1
8.0,14.4,4.0,37,15,19,100,94,1011.4,1010.6,9.9,13.0,1
10.3,18.7,0.0,43,11,26,73,72,1020.9,1019.6,14.5,17.8,1
14.9,23.7,26.6,31,9,19,99,88,1022.5,1018.0,18.4,21.3,1
9.0,18.5,1.2,48,11,31,92,43,1013.5,1013.9,13.1,17.5,1
18.2,21.3,0.2,37,9,19,85,69,1016.0,1013.2,18.8,20.1,1
23.4,32.5,33.2,46,13,19,77,61,1011.4,1008.2,27.8,31.3,1
24.3,30.6,11.2,35,20,24,89,70,1012.4,1009.1,25.5,30.2,1
17.7,21.1,1.6,48,13,11,95,91,1014.0,1010.8,18.8,16.8,1
24.1,31.2,90.4,46,17,22,95,70,1008.3,1003.9,25.1,30.2,1
11.5,19.6,0.6,76,44,35,55,100,1000.3,1000.6,16.2,16.2,1
23.4,29.7,32.0,26,15,11,92,70,1011.5,1007.3,24.7,28.9,1
3.7,8.6,4.0,61,24,33,98,93,1019.2,1020.8,5.2,6.1,1
11.9,15.1,2.0,61,37,20,99,98,1002.2,998.1,12.4,14.3,1
16.1,22.3,0.0,56,2,15,63,89,1005.9,1010.5,19.1,13.0,1
10.1,14.1,1.0,59,19,37,63,76,1007.9,1011.3,11.3,12.3,1
10.3,15.6,2.2,61,26,26,78,70,1012.8,1008.8,11.5,14.5,1
12.8,26.1,0.0,41,26,20,52,33,1024.0,1019.5,18.0,24.4,1
5.1,10.8,16.2,83,24,26,78,60,991.7,1002.5,6.0,8.5,1
22.3,26.7,0.0,50,17,39,84,77,1015.2,1016.5,24.6,23.1,1
22.4,26.5,5.0,46,24,22,84,89,1015.8,1013.0,24.5,24.7,1
9.6,19.8,0.0,28,13,17,63,57,1025.6,1023.3,15.5,18.9,1
25.8,31.7,0.4,50,20,31,79,64,1004.1,1001.3,28.7,30.9,1
8.8,17.2,1.8,48,17,24,90,58,1029.7,1027.6,10.9,16.3,1
18.0,22.2,0.0,48,17,22,61,67,1022.6,1019.9,21.0,21.3,1
19.1,24.3,6.4,37,11,19,89,92,1016.8,1015.7,20.9,20.8,1
20.2,24.8,1.0,31,11,20,80,79,1007.4,1005.5,21.9,23.7,1
24.5,31.6,19.2,31,13,24,91,63,1010.5,1007.2,26.4,30.4,1
9.2,18.0,0.0,41,30,17,65,57,1014.4,1015.0,12.1,16.6,1
15.2,24.0,1.2,43,13,33,46,49,1008.2,1004.5,18.0,22.5,1
7.9,17.8,0.0,43,20,20,80,64,1012.9,1011.6,13.7,17.1,1
12.3,16.9,7.2,67,31,41,85,91,1012.7,1012.0,15.4,15.7,1
15.2,18.4,45.8,56,15,20,93,69,998.1,1007.5,15.3,17.5,1
9.2,24.4,0.0,87,37,43,51,29,1009.3,1003.7,17.6,21.3,1
9.2,17.7,0.0,41,17,11,80,77,1013.3,1008.9,13.6,16.2,1
9.2,17.4,0.0,50,24,13,70,94,1015.0,1014.1,11.5,14.6,1
15.1,21.5,11.2,59,7,11,82,69,1022.6,1019.1,15.2,20.3,1
15.0,30.5,0.0,57,19,35,34,20,1017.1,1010.9,22.4,29.3,1
10.9,20.2,0.0,61,17,9,69,33,1011.3,1009.1,12.4,20.0,1
9.6,12.9,11.4,50,19,13,98,91,1008.4,1009.3,10.0,7.2,1
6.9,13.6,9.4,43,13,26,65,55,1011.9,1012.1,9.6,12.8,1
10.3,22.6,0.0,46,11,19,96,48,1013.5,1009.4,12.3,21.6,1
3.3,9.3,2.0,26,6,9,95,88,1016.0,1010.2,6.4,9.0,1
6.9,16.5,0.4,33,22,15,87,91,1006.9,1007.8,11.1,13.1,1
11.6,16.5,2.0,50,30,30,80,81,1023.1,1021.9,14.0,15.4,1
15.7,21.7,23.0,50,19,33,74,75,1016.0,1014.5,18.0,18.8,1
12.6,27.8,0.0,41,9,9,30,15,1017.2,1012.5,19.1,26.3,1
21.0,29.2,0.0,59,19,9,73,74,1011.2,1009.6,24.3,25.7,1
17.3,21.0,2.8,54,11,28,92,92,1022.1,1019.9,18.1,18.0,1
7.9,15.5,3.2,39,9,19,94,87,1026.0,1024.9,11.3,13.6,1
14.9,18.7,0.0,63,30,15,48,51,1018.6,1019.5,15.0,18.2,1
19.5,27.9,0.4,22,0,9,89,54,1008.3,1005.5,20.6,26.8,1
7.1,11.7,0.0,17,0,11,100,98,1022.8,1021.6,8.1,11.1,1
6.1,14.1,3.2,44,26,17,78,68,1018.6,1020.2,11.8,13.6,1
8.7,14.3,1.8,59,11,33,79,97,1021.9,1019.8,10.5,11.4,1
22.1,25.6,367.6,83,20,46,98,98,996.3,996.0,24.3,23.5,1
11.1,19.6,0.2,44,22,28,59,47,993.8,993.1,15.8,18.2,1
19.5,28.1,0.0,63,28,31,50,89,1014.2,1013.9,25.5,22.3,1
11.9,18.3,0.0,59,31,31,71,59,1019.0,1015.8,13.2,18.1,1
14.2,17.0,4.4,37,13,15,75,73,1020.8,1020.4,16.3,16.3,1
2.6,15.9,2.2,30,11,15,100,90,1027.4,1024.4,10.4,14.7,1
22.1,28.1,1.0,39,19,20,76,65,1020.3,1017.9,24.5,27.0,1
24.1,28.5,0.4,41,26,19,79,74,1004.8,1002.2,24.9,26.8,1
14.3,20.5,0.2,37,13,28,79,65,1017.0,1012.7,15.5,18.3,1
8.1,13.0,3.2,26,11,9,99,78,1025.8,1024.7,8.7,12.4,1
-3.9,15.6,0.0,37,2,20,90,38,1019.2,1014.5,2.2,14.5,1
24.7,30.3,0.2,57,4,6,80,98,1017.6,1016.5,26.5,22.3,1
17.3,34.6,0.0,61,31,13,24,25,1006.9,1002.0,26.4,33.9,1
10.1,24.2,0.0,44,9,20,56,33,1008.8,1003.1,17.0,23.7,1
7.7,13.6,3.2,30,7,9,93,99,1012.7,1006.8,10.9,12.1,1
8.0,18.6,0.0,35,13,11,53,59,1025.3,1020.4,16.5,17.1,1
20.6,25.8,2.0,50,24,28,69,66,1020.2,1020.3,23.1,23.0,1
25.3,30.6,0.0,41,15,9,93,81,1011.7,1009.0,25.8,28.1,1
12.2,17.4,0.0,43,13,11,61,90,1012.0,1010.2,16.5,14.8,1
12.7,15.6,1.0,31,15,9,99,84,1014.4,1010.4,13.6,15.3,1
4.8,10.5,9.2,74,0,22,99,71,1001.8,1007.2,6.2,9.4,1
13.9,27.1,0.0,30,15,15,75,46,1016.4,1011.7,18.4,26.0,1
24.9,29.8,7.8,59,17,31,89,74,1002.4,1000.4,26.1,29.5,1
7.7,15.8,0.6,35,22,24,90,73,1022.0,1022.0,10.7,15.2,1
8.8,19.6,1.2,15,11,9,99,89,1024.1,1019.8,10.0,18.7,1
19.4,24.0,10.4,46,24,24,86,84,1014.1,1011.8,21.2,22.9,1
10.1,27.6,20.2,41,7,11,85,48,1017.3,1015.3,15.5,25.7,1
6.1,14.0,1.0,37,7,15,69,80,1011.6,1010.7,9.9,10.5,1
17.2,22.5,2.4,59,26,30,70,70,1024.5,1022.1,21.6,21.9,1
12.3,28.5,0.0,22,0,11,86,45,1019.0,1014.2,15.9,27.2,1
7.2,15.0,0.0,54,17,13,70,91,1005.2,1003.0,12.3,13.5,1
8.7,17.1,16.2,33,11,6,70,65,1004.2,1001.2,11.9,13.3,1
24.2,30.1,0.4,48,30,20,67,70,1011.8,1009.2,28.2,27.2,1
3.7,13.4,23.4,69,17,20,75,70,1004.6,1004.6,5.3,7.2,1
0.5,15.4,0.0,70,22,28,53,68,1017.2,1010.2,9.7,12.9,1
14.4,24.1,0.0,52,15,31,69,57,1017.1,1009.3,18.0,22.4,1
8.6,15.9,9.6,46,17,28,95,92,1001.6,1002.9,12.9,13.3,1
21.7,29.2,1.2,41,9,26,68,70,1011.0,1009.3,27.0,27.0,1
16.7,32.6,0.0,61,28,13,77,33,1008.6,1003.9,20.5,32.2,1
15.6,26.1,1.6,33,2,7,83,47,1012.8,1008.8,19.0,25.3,1
4.8,12.8,0.2,44,22,26,95,76,1019.9,1018.4,8.8,12.0,1
3.6,9.5,1.0,39,17,15,98,94,1004.2,1002.9,6.7,7.4,1
16.8,33.6,6.0,59,22,26,53,69,1005.8,1008.6,23.3,20.0,1
13.0,21.3,1.0,26,13,2,87,63,1020.8,1018.5,13.9,19.9,1
18.4,26.9,1.2,37,20,22,75,60,1021.5,1020.4,21.6,26.2,1
12.6,20.6,0.0,37,9,2,64,88,1022.5,1021.8,18.1,16.2,1
22.3,28.1,36.0,31,20,13,78,76,1012.6,1010.0,25.4,27.1,1
20.8,26.4,0.0,56,24,20,44,62,1014.5,1011.8,22.6,22.7,1
2.0,13.2,0.4,33,20,15,99,98,1018.4,1018.9,8.2,11.3,1
20.3,28.9,12.2,30,9,11,82,47,1020.2,1017.6,22.5,28.5,1
23.7,31.2,1.0,43,6,24,75,60,1007.2,1005.6,26.3,29.8,1
18.8,26.6,6.8,50,28,33,72,62,1022.1,1020.9,24.0,25.5,1
11.3,17.3,31.6,43,19,33,91,82,1017.0,1014.3,14.9,14.6,1
19.5,24.4,8.2,39,13,15,61,56,1022.3,1020.7,22.0,23.8,1
13.1,22.3,0.0,57,22,17,42,82,1006.1,1007.4,17.8,15.4,1
20.5,32.2,4.4,48,9,19,85,55,1004.0,1001.4,22.9,30.2,1
9.8,15.4,7.0,72,20,31,82,74,1014.3,1012.0,11.7,14.4,1
8.1,18.0,0.0,41,22,30,48,56,1023.6,1023.0,14.7,17.2,1
24.8,32.4,7.0,24,2,11,77,63,1018.5,1015.3,28.9,31.6,1
14.4,22.4,0.0,50,7,26,72,75,1018.1,1019.4,18.4,18.1,1
26.6,33.7,0.0,43,9,11,70,83,1009.0,1005.9,31.3,28.3,1
15.3,16.4,0.2,59,26,11,55,85,1005.9,1007.0,16.3,10.3,1
11.0,14.9,0.0,52,11,15,90,71,1019.2,1019.9,11.1,14.4,1
23.0,32.3,17.4,44,19,28,96,93,1003.5,1000.4,23.5,25.4,1
23.3,27.2,0.0,39,20,20,83,82,1020.2,1017.8,24.5,25.3,1
8.6,11.2,3.0,74,30,33,52,64,994.9,995.9,11.1,8.0,1
19.8,27.9,0.0,41,9,17,56,48,1007.7,1007.1,24.3,27.1,1
22.0,27.0,4.6,39,19,30,89,71,1017.6,1014.9,23.2,25.2,1
14.7,23.6,0.8,44,22,15,87,52,1011.6,1006.3,16.6,23.1,1
15.1,25.4,0.0,61,19,26,49,55,1024.6,1022.5,23.1,22.5,1
19.3,22.4,9.2,26,28,4,75,87,1014.7,1014.2,20.8,21.6,1
14.8,27.6,0.0,48,13,22,87,41,1019.5,1016.0,18.0,26.1,1
20.7,36.8,0.0,76,24,26,50,24,1011.6,1007.1,25.5,34.6,1
24.1,38.6,0.2,65,26,9,37,20,1011.2,1006.6,30.3,36.7,1
21.2,23.6,2.8,48,20,24,89,86,1018.1,1016.9,21.4,22.4,1
8.5,17.6,0.0,33,11,24,70,62,1018.1,1016.4,13.5,16.6,1
20.6,25.4,0.0,35,7,22,79,76,1020.1,1019.0,22.2,25.0,1
4.3,18.6,0.0,41,6,19,59,56,1017.4,1012.8,14.1,17.5,1
7.4,14.7,0.6,56,22,26,63,72,1014.6,1011.6,8.7,10.3,1
4.7,18.0,0.0,69,31,41,86,66,1017.6,1012.6,11.3,16.6,1
13.8,21.8,0.2,26,11,22,88,69,1019.1,1014.5,17.0,20.3,1
15.2,19.6,5.0,37,13,22,64,63,1011.1,1011.1,17.4,18.3,1
14.9,35.2,0.0,104,4,19,50,35,1011.1,1007.3,24.2,32.5,1
12.9,18.7,0.2,44,15,22,100,75,1014.2,1014.1,14.2,18.3,1
11.4,24.1,0.0,50,15,30,53,71,1019.7,1016.5,21.0,19.2,1
8.0,23.0,0.0,57,24,19,35,92,1008.5,1010.9,19.3,14.8,1
19.2,27.7,0.0,24,9,11,80,59,1017.4,1016.3,21.8,25.3,1
8.1,14.1,0.2,39,19,26,69,69,1027.3,1026.3,11.9,12.0,1
-2.9,12.2,0.0,22,0,11,87,49,1023.2,1019.1,2.0,11.1,1
6.7,10.5,0.2,52,35,28,82,87,1011.2,1010.8,8.7,8.0,1
12.0,13.2,8.0,59,26,35,96,95,1015.2,1008.7,12.1,12.0,1
2.2,11.5,4.2,46,24,22,94,71,1014.2,1012.2,7.2,10.9,1
13.2,17.5,29.2,59,22,28,82,62,1004.4,1005.8,16.2,16.7,1
0.8,13.6,0.0,31,9,17,58,47,1021.1,1016.3,7.9,12.3,1
12.6,19.9,8.2,30,9,15,87,80,1019.3,1017.7,15.7,18.1,1
13.5,21.1,3.6,48,17,19,88,87,1028.9,1027.1,15.3,18.1,1
18.0,20.2,13.6,43,17,19,94,94,1010.6,1008.1,19.8,19.8,1
16.5,27.3,10.4,28,15,13,82,70,1003.9,1001.0,19.7,22.1,1
20.0,25.6,4.4,41,19,19,81,86,1018.7,1018.0,21.1,21.6,1
8.3,13.4,0.0,52,9,28,68,59,1025.1,1024.5,11.2,12.9,1
13.5,19.3,2.2,35,11,13,90,65,1024.2,1021.7,14.6,18.6,1
12.7,19.4,0.0,37,19,20,77,74,1023.3,1023.5,15.2,17.6,1
14.0,18.9,1.4,50,15,26,90,65,1016.1,1013.7,14.7,18.2,1
16.1,33.3,0.0,26,13,6,54,26,1021.5,1017.7,23.6,31.9,1
8.6,18.7,9.0,69,13,20,93,71,1009.9,1011.1,11.0,15.5,1
14.8,19.0,27.6,96,50,46,86,88,1004.7,1001.5,16.9,17.2,1
5.7,12.6,0.4,37,11,11,95,88,1017.6,1014.9,10.3,12.3,1
3.3,7.2,10.8,61,20,31,96,96,1005.7,1009.3,3.9,6.2,1
15.3,21.4,0.0,33,20,7,31,56,1014.2,1011.3,17.6,18.7,1
12.6,19.0,0.0,37,7,30,75,71,1016.8,1013.7,16.1,16.8,1
7.3,14.3,0.0,39,13,15,59,64,1004.7,999.7,12.6,14.0,1
17.8,22.7,0.0,28,11,0,83,64,1017.7,1015.7,18.5,22.4,1
19.7,29.3,0.0,30,11,15,62,63,1016.4,1012.7,25.9,26.5,1
15.8,24.1,0.0,57,26,33,62,60,1014.8,1013.1,20.7,22.5,1
13.8,17.4,0.6,54,30,28,64,57,1021.2,1019.1,16.0,16.5,1
15.3,21.5,4.4,70,30,22,86,69,997.9,997.6,17.3,19.8,1
14.7,22.7,0.0,52,6,22,61,60,1021.9,1015.9,19.5,21.2,1
6.0,14.0,5.2,56,28,33,100,65,1016.3,1020.0,7.3,12.2,1
16.1,26.4,0.6,67,0,7,61,92,1009.7,1006.4,20.9,20.8,1
16.0,22.4,35.8,54,7,22,99,75,1006.4,1004.7,17.1,19.2,1
10.5,32.7,0.4,69,13,30,89,29,1019.3,1009.4,15.2,31.8,1
12.2,16.8,86.4,48,31,22,78,90,1028.0,1025.3,15.6,14.4,1
9.1,15.3,12.4,65,20,20,88,77,1011.5,1014.2,11.9,14.3,1
15.8,18.2,5.0,20,9,7,96,85,1021.2,1018.4,16.1,17.9,1
23.5,30.8,8.8,50,22,31,73,62,1013.0,1010.1,27.5,29.3,1
2.1,14.7,0.0,26,6,15,97,76,1019.7,1015.7,4.9,13.2,1
19.6,25.9,0.4,41,4,9,92,90,1005.3,1002.2,22.3,22.9,1
12.9,16.9,0.4,35,9,9,92,96,1022.7,1020.5,14.5,15.7,1
11.9,15.9,6.4,46,6,17,92,59,1010.2,1012.8,12.9,15.2,1
12.5,13.6,0.0,52,31,30,70,99,1018.6,1015.5,13.4,11.8,1
10.4,27.6,0.0,61,6,26,56,27,1020.5,1013.9,18.6,26.6,1
26.2,34.3,0.0,54,4,17,58,58,1011.2,1007.4,31.1,32.4,1
18.8,28.8,5.6,46,26,30,69,54,1007.4,1006.1,20.7,25.6,1
21.3,27.2,2.2,67,46,37,58,53,1020.4,1018.4,24.6,25.3,1
7.4,23.7,0.0,50,30,31,50,22,1014.0,1008.1,14.4,22.5,1
19.1,27.9,1.2,48,13,30,80,81,1011.3,1008.0,22.6,22.8,1
21.4,27.4,2.6,56,15,17,54,66,1006.6,1011.0,25.2,18.4,1
13.3,27.8,0.0,39,24,26,41,19,1019.7,1017.0,18.6,26.4,1
5.3,12.5,0.2,31,7,15,91,68,1004.6,1001.7,6.6,11.6,1
5.6,16.2,0.0,33,19,11,58,55,1008.7,1008.4,11.7,15.7,1
16.5,18.9,4.2,44,26,24,96,79,1017.4,1017.5,16.9,18.3,1
6.1,14.7,1.4,65,15,35,92,58,1012.1,1009.7,6.8,14.3,1
18.6,25.9,2.0,37,24,28,87,58,1016.5,1012.2,20.2,25.4,1
11.5,15.0,3.0,72,43,35,83,76,1008.6,1015.6,13.3,14.6,1
12.6,14.7,8.0,41,13,11,97,97,1010.1,1006.8,13.1,12.9,1
18.4,24.7,14.8,41,22,19,100,76,1011.2,1011.0,19.9,23.7,1
12.7,17.0,12.8,48,31,31,63,63,1026.9,1026.1,15.4,16.6,1
28.3,33.8,0.0,39,19,30,80,64,1006.3,1003.6,30.0,33.5,1
12.3,21.9,1.6,20,2,13,100,73,1013.6,1009.8,14.8,20.6,1
23.8,28.6,15.4,33,15,15,88,94,1007.7,1007.4,25.0,24.1,1
13.3,28.6,0.0,54,7,31,91,51,1009.6,1004.1,17.9,25.4,1
14.1,17.5,0.0,20,7,6,92,96,1031.5,1027.4,15.6,17.2,1
18.6,19.0,0.8,67,31,13,67,76,1014.2,1018.8,19.0,16.9,1
20.1,36.7,0.0,63,13,13,32,19,1009.5,1005.2,26.3,35.1,1
9.7,14.7,23.2,35,9,13,96,94,1020.0,1016.4,12.6,14.7,1
26.1,33.7,0.4,39,15,30,72,60,1007.8,1003.7,30.5,31.7,1
6.4,16.7,0.0,39,9,11,67,57,1017.7,1013.1,12.0,14.4,1
15.0,20.0,8.8,41,6,9,94,90,1016.9,1012.6,17.9,19.1,1
14.2,25.3,0.0,52,4,26,71,66,997.5,994.9,18.4,21.8,1
18.6,19.7,14.0,61,37,33,91,94,1014.5,1015.1,19.2,18.4,1
12.8,27.2,1.2,70,22,20,57,34,1014.5,1010.6,17.8,26.7,1
10.9,16.9,1.2,26,11,7,79,70,1025.7,1021.2,13.3,16.1,1
25.4,33.1,0.0,33,4,22,78,63,1010.2,1006.9,29.9,32.7,1
13.9,20.9,0.0,26,13,11,64,94,1006.2,1004.6,20.3,19.0,1
20.6,23.3,0.0,30,17,13,79,78,1012.4,1011.8,21.1,20.6,1
8.2,22.1,0.0,33,17,19,74,45,1019.9,1015.8,13.1,21.9,1
14.0,15.5,23.2,24,11,11,96,97,996.3,993.2,14.9,15.2,1
18.7,20.8,13.4,22,9,13,92,95,1012.3,1011.9,19.8,19.6,1
11.8,19.9,0.2,24,11,17,80,74,1025.4,1022.3,15.6,18.0,1
14.6,14.8,1.0,54,26,15,78,91,998.7,1001.1,14.7,10.9,1
5.1,12.5,1.4,54,26,35,77,65,1015.7,1017.0,9.2,11.4,1
11.3,19.4,0.0,39,15,19,62,47,1022.5,1018.9,15.2,18.6,1
18.0,20.7,0.2,70,44,35,86,80,1030.0,1028.2,20.0,18.5,1
20.9,23.5,0.4,52,26,30,93,96,1011.9,1010.7,22.0,21.8,1
6.4,13.0,0.0,43,15,13,89,89,1027.0,1022.3,10.3,11.9,1
11.9,36.6,0.0,52,2,22,34,16,1008.8,1003.4,22.7,35.3,1
14.0,23.3,5.2,46,26,28,62,59,1019.3,1018.7,19.7,21.9,1
-0.1,17.2,0.2,50,0,19,99,65,1026.0,1022.8,2.5,15.5,1
8.1,19.1,13.4,41,2,7,65,47,1002.1,1004.0,14.4,17.9,1
10.2,16.8,0.2,43,9,22,54,68,1017.1,1019.3,15.8,12.8,1
19.3,28.0,0.0,31,9,15,72,72,1015.9,1014.0,22.5,26.6,1
21.8,29.4,8.0,41,17,20,79,58,1007.1,1004.9,22.9,28.8,1
7.1,15.1,0.0,44,6,20,95,82,1016.2,1017.1,11.4,11.8,1
25.5,31.7,1.0,43,28,28,83,67,1006.0,1003.2,26.7,29.7,1
26.3,40.4,0.0,54,24,15,48,19,1012.8,1009.4,30.4,38.7,1
15.0,25.0,0.0,19,7,11,75,54,1026.0,1023.2,20.8,24.2,1
9.8,17.3,1.4,72,26,24,59,55,1010.9,1009.8,13.3,13.6,1
10.3,12.6,10.6,50,20,28,95,63,1024.7,1024.4,10.4,11.6,1
9.8,15.8,0.0,35,6,19,88,68,1023.0,1018.6,11.9,14.8,1
8.1,24.8,0.0,39,13,20,60,31,1025.3,1019.9,15.9,22.7,1
27.1,33.4,0.0,50,20,17,85,65,1006.7,1004.0,28.2,31.9,1
1.0,20.0,0.0,39,7,17,66,29,1014.9,1010.3,12.1,19.4,1
7.5,19.6,0.8,56,30,22,86,81,1022.8,1021.8,12.6,15.3,1
3.0,9.1,4.2,59,17,24,91,77,1007.3,1011.9,4.8,5.6,1
10.7,14.6,36.4,63,9,31,99,67,993.3,993.5,10.9,13.2,1
11.8,21.1,0.2,48,13,19,84,45,1005.5,1002.9,14.9,20.4,1
15.3,20.2,3.4,76,24,41,73,59,1006.4,1005.2,17.2,19.5,1
9.7,14.1,7.0,70,15,22,92,89,1007.4,1006.8,12.2,13.9,1
28.2,33.6,0.0,41,19,26,73,60,1010.1,1006.7,30.6,32.8,1
13.0,27.8,15.2,76,7,17,95,75,1008.9,1006.0,18.5,24.2,1
